,name,ID,ALIGN,EYE,HAIR,SEX,ALIVE
2507,Vessel (Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Deceased Characters
2508,Bob Stirrat (Earth-616),,Neutral Characters,,,Male Characters,Living Characters
2509,Steele Fitzpatrick (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters
2510,Amanda Fairmont (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
2511,Gaia (Earth-616),Secret Identity,Good Characters,Blue Eyes,Pink Hair,Female Characters,Living Characters
2512,Leiko Tanaka (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters
2513,Ness (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,White Hair,Male Characters,Living Characters
2514,Alda Huxley (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
2515,Gloria Dayne (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
2516,Manuel Vicente (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2517,Gordon Thomas (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
2518,Normie (Earth-616),,,Black Eyes,Brown Hair,Male Characters,Living Characters
2519,Ellie Phimister (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,Deceased Characters
2520,William Lamont (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters
2521,Alex Anderson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2522,Faith Shabazz (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Female Characters,Living Characters
2523,Gennady Gavrilov (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2524,Jessie (Sentinel) (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters
2525,John Anderson (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters
2526,Amelia Weatherly (Earth-616),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,Deceased Characters
2527,Holden Holliway (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters
2528,Rutherford Princeton III (Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Deceased Characters
2529,Yukotujakzurjimozoata (Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,Living Characters
2530,Cannibal (Earth-616),Secret Identity,,Blue Eyes,Bald,,Deceased Characters
2531,Sal Kennedy (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters
2532,Zachary Smith Jr. (Earth-616),Secret Identity,Good Characters,Hazel Eyes,Black Hair,Male Characters,Deceased Characters
2533,Max Lohmer (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters
2534,Michael van Patrick (Michael) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters
2535,Joaquin Pennysworth (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2536,Kyknos (Earth-616),Public Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Deceased Characters
2537,Omaka (Earth-616),Public Identity,,Yellow Eyes,Red Hair,Female Characters,Deceased Characters
2538,Simone DeSantos (Earth-982),Secret Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters
2539,William Hollister (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2540,Daniel DuBois (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2541,Daniel Whitehall (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters
2542,James Natale (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,Deceased Characters
2543,Oola Udonta (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,No Hair,Female Characters,Living Characters
2544,Raizo Kodo (Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Living Characters
2545,Nara (Earth-616),,Good Characters,White Eyes,Black Hair,Female Characters,Deceased Characters
2546,Necromancer (Michael) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
2547,Patricia Wolman (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
2548,Recorder 451 (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Agender Characters,Deceased Characters
2549,Perrikus (Earth-616),,Bad Characters,Red Eyes,,Male Characters,Living Characters
2550,Trajah (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters
2551,Larry Scott (Earth-616),Secret Identity,Good Characters,Brown Eyes,Reddish Blond Hair,Male Characters,Living Characters
2552,Witness (WWII) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2553,Doug Johnson (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters
2554,Elizabeth II (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters
2555,Helen (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
2556,Mister Kruger (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
2557,Yalu River Rosie (Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,Living Characters
2558,Arrowhead (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters
2559,Battleship Burke (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters
2560,Salty Smith (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters
2561,Santa Claus (Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters
2562,Tricephalous (Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,Living Characters
2563,Yuri Topolov (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Bald,Male Characters,Deceased Characters
2564,Anton Vanko (Crimson Dynamo) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters
2565,Don Hertz (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
2566,Dreamstalker (Earth-616),,Bad Characters,Variable Eyes,Black Hair,,Living Characters
2567,Mister Davis (Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,Living Characters
2568,Nathan Dolly (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2569,Orini (Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,Living Characters
2570,Anelle (Earth-616),No Dual Identity,Good Characters,Green Eyes,Green Hair,Female Characters,Deceased Characters
2571,Joseph Smith (Earth-616),Public Identity,,Blue Eyes,Red Hair,Male Characters,Living Characters
2572,Keeper of the Flame (Earth-616),No Dual Identity,Bad Characters,,,Male Characters,Deceased Characters
2573,Punisher (Cyborg) (Earth-616),,Bad Characters,,,,Deceased Characters
2574,Rigellian Grand Commissioner (Earth-616),Public Identity,Neutral Characters,,,Male Characters,Living Characters
2575,Clay Riley (Earth-616),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,Deceased Characters
2576,Daniel Damian (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
2577,Brother Royal (Earth-616),,Bad Characters,,No Hair,Male Characters,Living Characters
2578,Joseph Stalin (Earth-616),Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters
2579,Joost van Straaten (Earth-616),Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters
2580,Josh Kittling (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
2581,Mordecai Midas (Earth-616),Secret Identity,Bad Characters,Gold Eyes,Gold Hair,Male Characters,Living Characters
2582,Piper (Savage Land Mutate) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Living Characters
2583,Barbara Denton (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
2584,Frank Oliver (Earth-616),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
2585,Jason Roland (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2586,Brian Muldoon (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
2587,Damon Dran (Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,Deceased Characters
2588,William Harper Littlejohn (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
2589,Ramrod (Cyborg) (Earth-616),,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
2590,Fera (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Female Characters,Living Characters
2591,Hellfire (Elementals) (Earth-616),,Bad Characters,,Black Hair,Male Characters,Living Characters
2592,Lee Wing (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
2593,Brynocki (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters
2594,Mitchell Tanner (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
2595,Trocero (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2596,Victoria von Frankenstein (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,Living Characters
2597,James-Michael Starling (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters
2598,Samuel Holden (Earth-616),No Dual Identity,Good Characters,,Black Hair,Male Characters,Living Characters
2599,Agent Axis (Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,Deceased Characters
2600,Arnie Berman (Earth-616),No Dual Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters
2601,Brutacus (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters
2602,Frank Moore (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters
2603,Jemiah (Earth-616),Secret Identity,Neutral Characters,,No Hair,Male Characters,Living Characters
2604,Ned Lathrop (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
2605,Waldo (Computer) (Earth-616),No Dual Identity,Good Characters,Red Eyes,No Hair,Male Characters,Living Characters
2606,Antoine Delsoin (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2607,Arsenal (Robot) (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,Living Characters
2608,David Mitchell (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2609,White Dragon (Chinatown) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,Deceased Characters
2610,Artemus Pithins (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2611,Randall Spector (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters
2612,Yvette Avril (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters
2613,Catherine Moranis (Earth-616),Secret Identity,Neutral Characters,,,Female Characters,Living Characters
2614,Mira (Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,Living Characters
2615,David Ishima (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
2616,Gronk (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Living Characters
2617,Phobius (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters
2618,Carson Knowles (Earth-616),,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Deceased Characters
2619,Emmanuel da Costa (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,Deceased Characters
2620,Gail Runciter (Earth-616),,Good Characters,,Brown Hair,Female Characters,Living Characters
2621,Mistress Love (Earth-616),Secret Identity,Neutral Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters
2622,Shingen Harada (Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters
2623,Stone (Chaste) (Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,Living Characters
2624,Mary McGrill (Earth-616),,,,Blond Hair,Female Characters,Living Characters
2625,Executioner (Crazy Gang) (Earth-616),,Bad Characters,,,Male Characters,Living Characters
2626,Merriwether Locklin (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,Living Characters
2627,Phillip Carlisle (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters
2628,Zsaji (Earth-616),Secret Identity,,,White Hair,Female Characters,Deceased Characters
2629,Giggles (Earth-616),Secret Identity,Neutral Characters,,No Hair,,Living Characters
2630,Khoryphos (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters
2631,Matthew (Gabriel) (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters
2632,Pearl Gross (Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters
2633,Quill (Warpies) (Earth-616),Secret Identity,,Brown Eyes,No Hair,Male Characters,Living Characters
2634,Tetra (Earth-616),Public Identity,,Red Eyes,Red Hair,Female Characters,Living Characters
2635,Anita Ehren (Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,Living Characters
2636,Arthur Goddard (Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters
2637,Edward Pasternak (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
2638,Jerome Johnson (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Living Characters
2639,Shapur (Earth-616),Public Identity,,,Black Hair,Male Characters,Living Characters
2640,TESS-One (Earth-616),Secret Identity,Bad Characters,Variable Eyes,No Hair,,Living Characters
2641,James Madrox (Fallen Angels) (Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters
2642,Cairbre (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters
2643,Erica Fortune (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters
2644,Gayle Rogers (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters
2645,Jack Taggert (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters
2646,Jonathan Caesar (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters
2647,Manoli Wetherell (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters
2648,Sapphire Styx (Earth-616),,Bad Characters,Grey Eyes,Red Hair,Female Characters,Living Characters
2649,Winston Manchester (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
2650,Eugene Strausser (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters
