,Unnamed: 0,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
2918,3238,18547,Zon (Earth-616),\/Zon_(Earth-616),Secret Identity,0,,Blond Hair,Female Characters,,Living Characters,10.0,Sep-90,1990.0
2919,3239,34867,Angela Golden (Earth-616),\/Angela_Golden_(Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Aug-91,1991.0
2920,3240,13245,Diego Casseas (Earth-616),\/Diego_Casseas_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,Oct-91,1991.0
2921,3242,63554,Joss Shappe (Earth-616),\/Joss_Shappe_(Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10.0,Dec-91,1991.0
2922,3243,1419,Marco Delgado (Earth-616),\/Marco_Delgado_(Earth-616),Secret Identity,1,,Brown Hair,Male Characters,,Deceased Characters,10.0,Oct-91,1991.0
2923,3244,22366,Su Yin (Earth-616),\/Su_Yin_(Earth-616),Public Identity,0,Green Eyes,Black Hair,Female Characters,,Living Characters,10.0,Jul-91,1991.0
2924,3245,422512,Agony (Hellbent) (Earth-616),\/Agony_(Hellbent)_(Earth-616),Secret Identity,1,,Red Hair,Female Characters,,Living Characters,10.0,Nov-92,1992.0
2925,3246,389009,Artys-Gran (Earth-616),\/Artys-Gran_(Earth-616),No Dual Identity,1,,Black Hair,Female Characters,,Living Characters,10.0,Aug-92,1992.0
2926,3248,298119,Matthew Murdock (Hellspawn) (Earth-616),\/Matthew_Murdock_(Hellspawn)_(Earth-616),,1,Black Eyes,,Male Characters,,Deceased Characters,10.0,Jun-92,1992.0
2927,3249,34270,Mikal Drakonmegas (Earth-616),\/Mikal_Drakonmegas_(Earth-616),Secret Identity,0,Green Eyes,Red Hair,Male Characters,,Living Characters,10.0,Jul-92,1992.0
2928,3250,16762,Myla (Earth-616),\/Myla_(Earth-616),Secret Identity,0,,Blue Hair,Female Characters,,Living Characters,10.0,Apr-92,1992.0
2929,3251,16058,Occulus (Earth-616),\/Occulus_(Earth-616),Secret Identity,1,Black Eyes,Black Hair,Male Characters,,Living Characters,10.0,Apr-92,1992.0
2930,3252,174686,Perez (Earth-616),\/Perez_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10.0,Jun-92,1992.0
2931,3253,21772,Diabolique (Earth-616),\/Diabolique_(Earth-616),Secret Identity,1,Brown Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Jun-93,1993.0
2932,3254,16939,Gregory Terraerton (Earth-616),\/Gregory_Terraerton_(Earth-616),Secret Identity,1,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,10.0,Aug-93,1993.0
2933,3258,2040,Rayna Piper (Earth-616),\/Rayna_Piper_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Oct-93,1993.0
2934,3259,256540,Bellam (Earth-616),\/Bellam_(Earth-616),Secret Identity,0,Red Eyes,Black Hair,Male Characters,,Living Characters,10.0,Apr-94,1994.0
2935,3260,24133,Shigeru Ezaki (Clone) (Earth-616),\/Shigeru_Ezaki_(Clone)_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,10.0,May-94,1994.0
2936,3261,18534,Ann Herd (Earth-616),\/Ann_Herd_(Earth-616),Secret Identity,1,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Nov-95,1995.0
2937,3262,17538,Lizard (Creature) (Earth-616),\/Lizard_(Creature)_(Earth-616),,1,,No Hair,Male Characters,,Living Characters,10.0,Jun-95,1995.0
2938,3263,521160,Hybrid (Symbiote) (Earth-616),\/Hybrid_(Symbiote)_(Earth-616),Secret Identity,0,White Eyes,No Hair,Agender Characters,,Living Characters,10.0,Jan-96,1996.0
2939,3264,174117,Mroht (Earth-616),\/Mroht_(Earth-616),Secret Identity,0,,No Hair,Male Characters,,Living Characters,10.0,Aug-96,1996.0
2940,3265,174110,Pyllar (Earth-616),\/Pyllar_(Earth-616),,1,,No Hair,Male Characters,,Living Characters,10.0,Aug-96,1996.0
2941,3266,404716,Roust (Earth-616),\/Roust_(Earth-616),Secret Identity,0,Brown Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Oct-96,1996.0
2942,3268,113447,Virginia Potts (Heroes Reborn) (Earth-616),\/Virginia_Potts_(Heroes_Reborn)_(Earth-616),No Dual Identity,0,,,Female Characters,,Living Characters,10.0,Nov-96,1996.0
2943,3269,404735,Bux (Earth-616),\/Bux_(Earth-616),Public Identity,0,,Red Hair,Female Characters,,Living Characters,10.0,Aug-97,1997.0
2944,3271,115455,Galactus (Heroes Reborn) (Earth-616),\/Galactus_(Heroes_Reborn)_(Earth-616),,1,,,Male Characters,,Deceased Characters,10.0,Apr-97,1997.0
2945,3272,404734,Jam (Earth-616),\/Jam_(Earth-616),Public Identity,0,,Blond Hair,Female Characters,,Living Characters,10.0,Aug-97,1997.0
2946,3273,30319,Madam Qwa (Earth-616),\/Madam_Qwa_(Earth-616),Secret Identity,1,,Grey Hair,Female Characters,,Living Characters,10.0,Mar-97,1997.0
2947,3274,404736,Marita (Earth-616),\/Marita_(Earth-616),Public Identity,0,,Blond Hair,Female Characters,,Living Characters,10.0,Aug-97,1997.0
2948,3277,16220,Ajax (Francis) (Earth-616),\/Ajax_(Francis)_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10.0,Mar-98,1998.0
2949,3278,39473,Hescamar (Earth-616),\/Hescamar_(Earth-616),Secret Identity,0,,,Male Characters,,Deceased Characters,10.0,Aug-98,1998.0
2950,3279,7669,Lavinia LeBlanc (Earth-616),\/Lavinia_LeBlanc_(Earth-616),Secret Identity,0,Grey Eyes,Grey Hair,Female Characters,,Deceased Characters,10.0,Jul-98,1998.0
2951,3280,243417,Majeston Zelia (Earth-616),\/Majeston_Zelia_(Earth-616),Secret Identity,1,Yellow Eyes,,Female Characters,,Living Characters,10.0,Oct-98,1998.0
2952,3281,1114,Astra (Mutant) (Earth-616),\/Astra_(Mutant)_(Earth-616),Secret Identity,1,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Mar-99,1999.0
2953,3283,27554,Esperanza Ling (Earth-616),\/Esperanza_Ling_(Earth-616),,0,,Strawberry Blond Hair,Female Characters,,Living Characters,10.0,Oct-99,1999.0
2954,3284,78016,Joan the Mouse (Earth-616),\/Joan_the_Mouse_(Earth-616),,0,,Brown Hair,Female Characters,,Living Characters,10.0,Apr-00,2000.0
2955,3285,1956,Samantha Dunbar (Heroes Reborn) (Earth-616),\/Samantha_Dunbar_(Heroes_Reborn)_(Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Jan-00,2000.0
2956,3286,16978,Darian Elliott (Earth-616),\/Darian_Elliott_(Earth-616),,0,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,10.0,Dec-01,2001.0
2957,3287,11833,Fiona Knoblach (Earth-616),\/Fiona_Knoblach_(Earth-616),Secret Identity,1,Green Eyes,Red Hair,Female Characters,,Deceased Characters,10.0,Feb-01,2001.0
2958,3289,12795,Wayne Markley (Earth-616),\/Wayne_Markley_(Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10.0,Jun-01,2001.0
2959,3290,595056,Agent Pratt (Earth-616),\/Agent_Pratt_(Earth-616),Public Identity,1,Red Eyes,Bald,Male Characters,,Living Characters,10.0,Jul-02,2002.0
2960,3291,16267,Black Swan (Earth-616),\/Black_Swan_(Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,10.0,May-02,2002.0
2961,3292,18642,Elizabeth Bondi (Earth-616),\/Elizabeth_Bondi_(Earth-616),Secret Identity,0,Brown Eyes,Red Hair,Female Characters,,Living Characters,10.0,Oct-02,2002.0
2962,3293,19514,Garrison Klum (Earth-616),\/Garrison_Klum_(Earth-616),Secret Identity,1,,Brown Hair,Male Characters,,Living Characters,10.0,Aug-02,2002.0
2963,3294,456276,Maureen Lyszinski (Earth-616),\/Maureen_Lyszinski_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-02,2002.0
2964,3295,302896,Sandra Verdugo (Earth-616),\/Sandra_Verdugo_(Earth-616),No Dual Identity,0,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Mar-02,2002.0
2965,3296,19523,Shathra (Earth-616),\/Shathra_(Earth-616),No Dual Identity,1,White Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-02,2002.0
2966,3297,662245,Destiny Gonzales (Earth-616),\/Destiny_Gonzales_(Earth-616),Public Identity,0,,Blue Hair,Female Characters,,Deceased Characters,10.0,Jul-03,2003.0
2967,3299,117675,Chamayra Ortega (Earth-616),\/Chamayra_Ortega_(Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,10.0,Aug-04,2004.0
2968,3300,15782,Fallen One (Herald) (Earth-616),\/Fallen_One_(Herald)_(Earth-616),Secret Identity,1,White Eyes,Blue Hair,Male Characters,,Living Characters,10.0,Aug-04,2004.0
2969,3301,1884,John Zander (Earth-616),\/John_Zander_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,10.0,Aug-04,2004.0
2970,3302,20195,Augustus (Earth-616),\/Augustus_(Earth-616),Secret Identity,0,,Blond Hair,Male Characters,,Living Characters,10.0,Sep-05,2005.0
2971,3303,557395,Ayna Sareva (Earth-616),\/Ayna_Sareva_(Earth-616),,0,,Blond Hair,Female Characters,,Living Characters,10.0,Jun-05,2005.0
2972,3304,3556,Charles Weiderman (Earth-616),\/Charles_Weiderman_(Earth-616),No Dual Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Feb-05,2005.0
2973,3305,47525,Eurystheus (Earth-616),\/Eurystheus_(Earth-616),,1,,,Male Characters,,Deceased Characters,10.0,Jun-05,2005.0
2974,3306,349492,Rebbecca Kaplan (Earth-616),\/Rebbecca_Kaplan_(Earth-616),Public Identity,0,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-05,2005.0
2975,3307,21491,Sarah Kinney (Earth-616),\/Sarah_Kinney_(Earth-616),Secret Identity,0,Green Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Mar-05,2005.0
2976,3308,566154,Vincent (Sisterhood of the Wasp) (Earth-616),\/Vincent_(Sisterhood_of_the_Wasp)_(Earth-616),Secret Identity,1,,Red Hair,Male Characters,,Living Characters,10.0,Jan-05,2005.0
2977,3309,29673,Curtis Doyle (Earth-616),\/Curtis_Doyle_(Earth-616),Public Identity,0,Black Eyes,Blond Hair,Male Characters,Homosexual Characters,Deceased Characters,10.0,Jul-06,2006.0
2978,3310,52880,Lucas Cross (Earth-616),\/Lucas_Cross_(Earth-616),,1,Brown Eyes,Bald,Male Characters,,Living Characters,10.0,Nov-06,2006.0
2979,3311,20717,Rajani Dhama (Earth-616),\/Rajani_Dhama_(Earth-616),,0,,,Female Characters,,Living Characters,10.0,Jan-06,2006.0
2980,3312,304304,Elizabeth Sooner (Earth-616),\/Elizabeth_Sooner_(Earth-616),Public Identity,0,,Red Hair,Female Characters,,Living Characters,10.0,Sep-07,2007.0
2981,3313,336638,John Maddox (Earth-616),\/John_Maddox_(Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Apr-07,2007.0
2982,3315,183162,Artume (Earth-616),\/Artume_(Earth-616),Secret Identity,1,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,10.0,Nov-08,2008.0
2983,3316,188567,Fraktur (Earth-616),\/Fraktur_(Earth-616),Secret Identity,0,Yellow Eyes,No Hair,Female Characters,,Living Characters,10.0,Dec-08,2008.0
2984,3317,125496,Legba (Eternal) (Earth-616),\/Legba_(Eternal)_(Earth-616),Secret Identity,1,,Black Hair,Male Characters,,Living Characters,10.0,Aug-08,2008.0
2985,3318,174827,Madeleine Michaels (Earth-616),\/Madeleine_Michaels_(Earth-616),Secret Identity,0,,Brown Hair,Female Characters,,Living Characters,10.0,Nov-08,2008.0
2986,3319,174830,Marina Zane (Earth-616),\/Marina_Zane_(Earth-616),Secret Identity,0,,,Female Characters,,Living Characters,10.0,Nov-08,2008.0
2987,3320,317453,Bentley Newton (Earth-616),\/Bentley_Newton_(Earth-616),,1,Brown Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Dec-09,2009.0
2988,3321,316300,Bill (A.I.M. Agent) (Earth-616),\/Bill_(A.I.M._Agent)_(Earth-616),Secret Identity,0,White Eyes,,Male Characters,,Living Characters,10.0,Jan-10,2010.0
2989,3322,347145,Hl\u00f6kk (Earth-616),\/Hl%C3%B6kk_(Earth-616),Secret Identity,1,,,Female Characters,,Living Characters,10.0,Sep-10,2010.0
2990,3323,349566,Isaac Newton (Earth-616),\/Isaac_Newton_(Earth-616),Public Identity,0,Blue Eyes,Grey Hair,Male Characters,,Living Characters,10.0,Jun-10,2010.0
2991,3324,476758,Jacob Feinman (Earth-616),\/Jacob_Feinman_(Earth-616),Public Identity,0,Blue Eyes,Bald,Male Characters,,Living Characters,10.0,Nov-10,2010.0
2992,3325,349605,Leonid (Earth-616),\/Leonid_(Earth-616),Secret Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Jun-10,2010.0
2993,3326,499538,Brad Dodge (Earth-616),\/Brad_Dodge_(Earth-616),,0,,,Male Characters,,Living Characters,10.0,Apr-11,2011.0
2994,3327,466571,Donna Kiel (Earth-616),\/Donna_Kiel_(Earth-616),,0,Green Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Aug-11,2011.0
2995,3328,514192,Harper Simmons (Earth-616),\/Harper_Simmons_(Earth-616),Public Identity,0,Blue Eyes,Brown Hair,Male Characters,,Living Characters,10.0,Jul-11,2011.0
2996,3329,504633,Hydra Queen (Grace) (Earth-616),\/Hydra_Queen_(Grace)_(Earth-616),,1,Green Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-11,2011.0
2997,3330,489882,Inka (Earth-616),\/Inka_(Earth-616),Secret Identity,0,Red Eyes,Black Hair,Female Characters,,Living Characters,10.0,Nov-11,2011.0
2998,3331,489841,Sanjay (Earth-616),\/Sanjay_(Earth-616),Secret Identity,0,Red Eyes,Blond Hair,Male Characters,,Living Characters,10.0,Nov-11,2011.0
2999,3332,518368,Splitlip (Earth-616),\/Splitlip_(Earth-616),Public Identity,0,Brown Eyes,Grey Hair,Male Characters,,Living Characters,10.0,Sep-11,2011.0
3000,3333,502839,Wade Wilson (Evil Deadpool) (Earth-616),\/Wade_Wilson_(Evil_Deadpool)_(Earth-616),Secret Identity,1,White Eyes,Red Hair,Male Characters,,Living Characters,10.0,Dec-11,2011.0
3001,3334,534478,Leonid Novokov (Earth-616),\/Leonid_Novokov_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,10.0,Aug-12,2012.0
3002,3335,625289,Caroline le Fay (Earth-616),\/Caroline_le_Fay_(Earth-616),No Dual Identity,1,Black Eyes,Grey Hair,Female Characters,,Living Characters,10.0,Apr-13,2013.0
3003,3336,595508,Eimin Worthington (Earth-616),\/Eimin_Worthington_(Earth-616),Secret Identity,1,No Eyes,Bald,Female Characters,,Deceased Characters,10.0,May-13,2013.0
3004,3337,576852,Recording Observation Bot (Earth-616),\/Recording_Observation_Bot_(Earth-616),Public Identity,0,,,Agender Characters,,Living Characters,10.0,Mar-13,2013.0
3005,3338,595507,Uriel Worthington (Earth-616),\/Uriel_Worthington_(Earth-616),Secret Identity,1,Red Eyes,Bald,Male Characters,,Deceased Characters,10.0,May-13,2013.0
3008,3342,86059,Leonard Gade (Earth-616),\/Leonard_Gade_(Earth-616),Secret Identity,0,Blue Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Apr-40,1940.0
3009,3343,237816,Merzah (Earth-616),\/Merzah_(Earth-616),Secret Identity,0,Green Eyes,Grey Hair,Male Characters,,Deceased Characters,9.0,Aug-40,1940.0
3010,3345,98845,Dan Kane (Earth-616),\/Dan_Kane_(Earth-616),No Dual Identity,0,Blue Eyes,Bald,Male Characters,,Deceased Characters,9.0,Nov-41,1941.0
3011,3346,322642,George Washington (Earth-616),\/George_Washington_(Earth-616),,0,,,Male Characters,,Deceased Characters,9.0,Mar-47,1947.0
3012,3347,563594,Matthew Grayson (Earth-616),\/Matthew_Grayson_(Earth-616),Public Identity,0,,White Hair,Male Characters,,Deceased Characters,9.0,Dec-50,1950.0
3013,3348,564598,Arrow (Earth-616),\/Arrow_(Earth-616),No Dual Identity,0,,Grey Hair,Male Characters,,Living Characters,9.0,Mar-51,1951.0
3014,3349,564594,Cliff Macklin (Earth-616),\/Cliff_Macklin_(Earth-616),Public Identity,0,,Grey Hair,Male Characters,,Living Characters,9.0,Mar-51,1951.0
3015,3351,24644,Gitche Manitou (Earth-616),\/Gitche_Manitou_(Earth-616),Secret Identity,0,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jan-51,1951.0
3016,3352,601869,Captain Stone (Earth-616),\/Captain_Stone_(Earth-616),Public Identity,0,,,Male Characters,,Living Characters,9.0,Mar-53,1953.0
3017,3353,413006,Harry Sikes (Earth-616),\/Harry_Sikes_(Earth-616),Secret Identity,0,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,May-53,1953.0
3018,3354,16052,Grottu (Earth-616),\/Grottu_(Earth-616),,1,Black Eyes,Bald,Male Characters,,Living Characters,9.0,Feb-60,1960.0
3019,3355,77309,Taboo (Extraterrestrial) (Earth-616),\/Taboo_(Extraterrestrial)_(Earth-616),Secret Identity,1,,No Hair,Male Characters,,Living Characters,9.0,Jun-60,1960.0
3020,3356,16119,Zzutak (Earth-616),\/Zzutak_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,9.0,Sep-61,1961.0
3021,3357,10459,Charles Stanton (Earth-616),\/Charles_Stanton_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Oct-62,1962.0
3022,3358,236107,Buri (Asgardian) (Earth-616),\/Buri_(Asgardian)_(Earth-616),Secret Identity,0,Blue Eyes,Variable Hair,Male Characters,,Living Characters,9.0,Oct-63,1963.0
3023,3359,43146,Jason Cragg (Earth-616),\/Jason_Cragg_(Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Apr-63,1963.0
3024,3360,19625,Wilhelm van Vile (Earth-616),\/Wilhelm_van_Vile_(Earth-616),Public Identity,1,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,May-63,1963.0
3025,3361,22340,Jinku (Earth-616),\/Jinku_(Earth-616),Secret Identity,1,,,Male Characters,,Living Characters,9.0,May-64,1964.0
3026,3362,278827,Red Hargrove (Earth-616),\/Red_Hargrove_(Earth-616),Public Identity,0,,Red Hair,Male Characters,,Deceased Characters,9.0,May-64,1964.0
3027,3364,273474,Vuk (Earth-616),\/Vuk_(Earth-616),Secret Identity,0,White Eyes,Green Hair,Male Characters,,Living Characters,9.0,Mar-64,1964.0
3028,3365,291843,Hans Rooten (Earth-616),\/Hans_Rooten_(Earth-616),,0,,,Male Characters,,Living Characters,9.0,Feb-65,1965.0
3029,3366,27101,Lucky Lobo (Earth-616),\/Lucky_Lobo_(Earth-616),,1,,,Male Characters,,Living Characters,9.0,Apr-65,1965.0
3030,3367,18581,Sharon Xavier (Earth-616),\/Sharon_Xavier_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,Jul-65,1965.0
3031,3368,299030,Siegfried Farber (Earth-616),\/Siegfried_Farber_(Earth-616),No Dual Identity,1,,,Male Characters,,Living Characters,9.0,Jan-65,1965.0
3032,3369,1461,Dominus (Earth-616),\/Dominus_(Earth-616),,1,,,,,Living Characters,9.0,Jun-66,1966.0
3033,3370,296404,Lyan (Earth-616),\/Lyan_(Earth-616),Public Identity,0,Green Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Nov-66,1966.0
3034,3371,16083,Seeker (Inhuman) (Earth-616),\/Seeker_(Inhuman)_(Earth-616),Secret Identity,1,White Eyes,Black Hair,Male Characters,,Living Characters,9.0,Jan-66,1966.0
3035,3372,73637,Johnny Carson (Earth-616),\/Johnny_Carson_(Earth-616),Public Identity,0,,White Hair,Male Characters,,Living Characters,9.0,Jul-67,1967.0
3036,3373,16785,Tom Regal (Earth-616),\/Tom_Regal_(Earth-616),Secret Identity,1,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Sep-67,1967.0
3037,3374,11041,Trung Tuan (Earth-616),\/Trung_Tuan_(Earth-616),Secret Identity,1,Brown Eyes,Black Hair,Male Characters,,Living Characters,9.0,Aug-67,1967.0
3038,3375,308573,General Bridges (Earth-616),\/General_Bridges_(Earth-616),,0,,,Male Characters,,Living Characters,9.0,Mar-68,1968.0
3039,3376,5514,Tomazooma (Robot) (Earth-616),\/Tomazooma_(Robot)_(Earth-616),Public Identity,1,White Eyes,No Hair,,,Deceased Characters,9.0,Nov-68,1968.0
3040,3377,43670,Robert Chalmers (Earth-616),\/Robert_Chalmers_(Earth-616),No Dual Identity,1,Brown Eyes,Brown Hair,Male Characters,,Living Characters,9.0,Jun-69,1969.0
3041,3378,316117,Slave Master (Earth-616),\/Slave_Master_(Earth-616),Secret Identity,1,Green Eyes,No Hair,Male Characters,,Living Characters,9.0,Aug-69,1969.0
3042,3379,279391,Brett Sabre (Earth-616),\/Brett_Sabre_(Earth-616),Public Identity,0,Blue Eyes,Blond Hair,Male Characters,,Living Characters,9.0,Aug-70,1970.0
3043,3380,2650,Faceless One (Earth-616),\/Faceless_One_(Earth-616),Secret Identity,1,,No Hair,Male Characters,,Living Characters,9.0,Oct-70,1970.0
3044,3382,258507,Grand Vizier (Polemachus) (Earth-616),\/Grand_Vizier_(Polemachus)_(Earth-616),,0,Brown Eyes,Bald,Male Characters,,Living Characters,9.0,Apr-70,1970.0
3045,3383,43147,Melvin Scarbo (Earth-616),\/Melvin_Scarbo_(Earth-616),Secret Identity,1,Brown Eyes,Bald,Male Characters,,Living Characters,9.0,Mar-70,1970.0
3046,3384,694275,Ka-Nu (Earth-616),\/Ka-Nu_(Earth-616),Public Identity,0,,White Hair,Male Characters,,Living Characters,9.0,Mar-71,1971.0
3047,3385,694261,Kaanuub (Earth-616),\/Kaanuub_(Earth-616),,1,,Black Hair,Male Characters,,Living Characters,9.0,Jun-71,1971.0
3048,3386,485837,Doc Watson (Earth-616),\/Doc_Watson_(Earth-616),,0,,,Male Characters,,Living Characters,9.0,Jun-72,1972.0
3049,3387,560175,Howard Shigeta (Earth-616),\/Howard_Shigeta_(Earth-616),Public Identity,0,,Black Hair,Male Characters,,Living Characters,9.0,May-72,1972.0
3050,3388,560171,Laurie Livingston (Earth-616),\/Laurie_Livingston_(Earth-616),Public Identity,0,,Blond Hair,Female Characters,,Living Characters,9.0,May-72,1972.0
3051,3390,440415,Reva Connors (Earth-616),\/Reva_Connors_(Earth-616),,0,,Black Hair,Female Characters,,Deceased Characters,9.0,Jun-72,1972.0
3052,3393,632766,Derek McDowell (Earth-616),\/Derek_McDowell_(Earth-616),Public Identity,1,,Black Hair,Male Characters,,Deceased Characters,9.0,Aug-73,1973.0
